ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Predicted_Pack_Price,Residuals,Cost_Saving_Potential
459,116-ZA-T01,Pre-PQ Process,SCMS-21460,ASN-1667,South Africa,PMO - US,Direct Drop,DDP,,Pre-PQ Process,4/4/2008,25-Apr-08,7-Apr-08,7-Apr-08,ARV,Pediatric,S. BUYS WHOLESALER,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,6,77.1,12.85,0.21,"BMS Meymac, France",Yes,Weight Captured Separately,Freight Included in Commodity Cost,0.12,13.005099999999988,-0.15509999999998847,Low
464,102-NG-T01,Pre-PQ Process,SCMS-21540,ASN-2008,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,9-Jul-08,9-Jul-08,9-Jul-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,5498,439785.02,79.99,0.8,Inverness Japan,Yes,1251,16090.22,703.66,79.82999999999984,0.1600000000001529,Low
465,102-NG-T01,Pre-PQ Process,SCMS-21540,ASN-2011,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,9-Jul-08,4-Jul-08,4-Jul-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,5498,54.98,0.01,0.0,Inverness Japan,Yes,Weight Captured Separately,Invoiced Separately,0.09,0.010000000000000007,-6.938893903907228e-18,Low
466,117-ET-T01,Pre-PQ Process,SCMS-21550,ASN-1741,Ethiopia,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,9-May-08,9-May-08,9-May-08,HRDT,HIV test,TURE PHARMACEUTICALS & MEDICAL SUPPLIES P.L.C.,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,15,691.42,46.09,2.3,"Trinity Biotech, Plc",Yes,Weight Captured Separately,Freight Included in Commodity Cost,1.11,43.58470000000004,2.505299999999963,Low
530,108-VN-T01,Pre-PQ Process,SCMS-23450,ASN-2336,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/14/2008,19-Sep-08,19-Sep-08,19-Sep-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1344,18359.04,13.66,0.46,Mylan (formerly Matrix) Nashik,Yes,1537,13507.92,29.37,13.611600000000001,0.04839999999999911,Low
531,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2783,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,20-Aug-08,20-Aug-08,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 20mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,20mg,Capsule,60,20,103.4,5.17,0.09,"BMS Meymac, France",Yes,Weight Captured Separately,Freight Included in Commodity Cost,0.2,6.051399999999998,-0.8813999999999984,Low
532,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2293,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,8-May-08,8-May-08,ARV,Adult,S. BUYS WHOLESALER,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30,100,1906.0,19.06,0.64,"BMS Meymac, France",Yes,Weight Captured Separately,Freight Included in Commodity Cost,3.05,18.987599999999976,0.07240000000002311,Low
533,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2293,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,8-May-08,8-May-08,ARV,Pediatric,S. BUYS WHOLESALER,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,1mg/ml,Powder for oral solution,200,670,1025.1,1.53,0.01,"BMS Meymac, France",No,Weight Captured Separately,Freight Included in Commodity Cost,1.64,1.4600000000000006,0.0699999999999994,Low
535,109-TZ-T01,Pre-PQ Process,SCMS-23610,ASN-2167,Tanzania,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/15/2008,2-Sep-08,2-Sep-08,2-Sep-08,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,2597,61470.99,23.67,0.79,"BMS Meymac, France",Yes,117,645.1,98.35,23.493300000000026,0.17669999999997543,Low
543,106-HT-T01,Pre-PQ Process,SCMS-23840,ASN-2504,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/20/2008,30-Sep-08,30-Sep-08,30-Sep-08,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,,Test kit,100,28,9800.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,109,782.13,15.68,350.0,0.0,Low
551,106-HT-T01,Pre-PQ Process,SCMS-24020,ASN-2865,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/23/2008,24-Nov-08,24-Nov-08,24-Nov-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,,Test kit,100,84,11676.0,139.0,1.39,"Trinity Biotech, Plc",Yes,54,871.57,22.88,139.0,0.0,Low
598,116-ZA-T01,Pre-PQ Process,SCMS-25540,ASN-2295,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,12-Jun-08,9-Jun-08,9-Jun-08,ARV,Adult,S. BUYS WHOLESALER,"Abacavir 300mg [Ziagen], tablets, Blister 6 x 10 Tabs",Abacavir,Ziagen,300mg,Tablet - blister,60,30,1049.4,34.98,0.58,GSK Ware (UK),Yes,Weight Captured Separately,Freight Included in Commodity Cost,1.68,33.93189999999999,1.0481000000000051,Low
610,108-VN-T01,Pre-PQ Process,SCMS-26180,ASN-2274,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/1/2008,19-Sep-08,19-Sep-08,19-Sep-08,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,38640,92736.0,2.4,0.04,"Aurobindo Unit III, India",Yes,2719,18614.72,148.38,2.4131000000000036,-0.013100000000003664,Low
630,112-NG-T01,Pre-PQ Process,SCMS-26560,ASN-2366,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/2/2008,25-Feb-09,9-Sep-08,9-Sep-08,ACT,ACT,IDA FOUNDATION,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs",Artemether/Lumefantrine,Coartem,20/120mg,Tablet - FDC + blister,540,34,1547.68,45.52,0.08,"Novartis Pharma AG, Switzerland",Yes,115,1755.87,2.48,41.34079999999998,4.179200000000023,Low
637,108-VN-T01,Pre-PQ Process,SCMS-26200,ASN-2563,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/3/2008,8-Oct-08,8-Oct-08,8-Oct-08,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,42000,60900.0,1.45,0.02,"Aurobindo Unit III, India",Yes,2600,10179.16,97.44,1.4577,-0.00770000000000004,Low
646,116-ZA-T01,Pre-PQ Process,SCMS-26820,ASN-2488,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,10-Jul-08,8-Jul-08,8-Jul-08,ARV,Pediatric,S. BUYS WHOLESALER,"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",Nevirapine,Viramune,10mg/ml,Oral suspension,240,50,696.5,13.93,0.06,"BI, Ingelheim, Germany",Yes,Weight Captured Separately,Freight Included in Commodity Cost,1.11,13.330700000000002,0.5992999999999977,Low
660,108-VN-T01,Pre-PQ Process,SCMS-27360,ASN-2767,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/24/2008,27-Nov-08,27-Nov-08,27-Nov-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,16800,171192.0,10.19,0.34,Mylan (formerly Matrix) Nashik,Yes,1224,4686.88,335.54,11.034300000000012,-0.8443000000000129,Low
668,102-GY-T01,Pre-PQ Process,SCMS-27670,ASN-2255,Guyana,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/25/2008,15-Aug-08,15-Aug-08,15-Aug-08,MRDT,Malaria,ZEPHYR BIOMEDICALS,"Malaria Paramax-3 Kit, 25 Tests",Malaria Paramax-3 Kit,Paramax,,Test kit,25,98,3675.0,37.5,1.5,Not Applicable,Yes,34,180,5.88,37.2182,0.28179999999999694,Low
670,110-ZM-T01,Pre-PQ Process,SCMS-27790,ASN-2641,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/31/2008,20-Oct-08,20-Oct-08,20-Oct-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,4500,323955.0,71.99,0.72,Inverness Japan,Yes,1053,11062.05,634.95,71.98999999999984,1.5631940186722204e-13,Low
712,119-NA-T01,Pre-PQ Process,SCMS-28840,ASN-2450,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/26/2008,18-Sep-08,18-Sep-08,18-Sep-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,10,320.0,32.0,1.6,"Trinity Biotech, Plc",Yes,Weight Captured Separately,Invoiced Separately,0.51,31.785100000000003,0.21489999999999654,Low
717,104-CI-T01,Pre-PQ Process,SCMS-29140,ASN-2472,C̫te d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/27/2008,2-Oct-08,2-Oct-08,2-Oct-08,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,500,38000.0,76.0,1.9,Bio-Rad Laboratories,Yes,562,11298.13,60.8,76.0644,-0.06440000000000623,Low
719,104-CI-T01,Pre-PQ Process,SCMS-29340,ASN-2921,C̫te d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/3/2008,23-Jan-09,23-Jan-09,23-Jan-09,ACT,ACT,IDA FOUNDATION,"Artesunate+Amodiaquine 50+153mg, tablets, co-blister 6+6 Tabs",Artesunate+Amodiaquine,Generic,50+153mg,Tablet - FDC + co-blister,12,25000,9750.0,0.39,0.03,Ipca Dadra/Nagar Haveli IN,Yes,1708,12830.91,19.11,0.6181000000000005,-0.22810000000000052,Low
772,131-NG-T01,Pre-PQ Process,SCMS-30502,ASN-3653,Nigeria,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/6/2009,10-Mar-09,8-Apr-09,8-Apr-09,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,9,453.6,50.4,1.68,"MSD, Haarlem, NL",Yes,Weight Captured Separately,Freight Included in Commodity Cost,0.89,50.05729999999998,0.342700000000022,Low
791,119-NA-T01,Pre-PQ Process,SCMS-31180,ASN-2717,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/24/2008,29-Oct-08,29-Oct-08,29-Oct-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,150,10798.5,71.99,0.72,Inverness Japan,Yes,46,2698.04,21.17,71.98999999999984,1.5631940186722204e-13,Low
796,102-BW-T01,Pre-PQ Process,SCMS-31370,ASN-2796,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/2/2008,28-Nov-08,28-Nov-08,28-Nov-08,HRDT,HIV test - Ancillary,"Trinity Biotech, Plc","#109436**HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml","HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml",Uni-Gold,,Test kit - Ancillary,2,15,450.0,30.0,15.0,"Trinity Biotech, Plc",Yes,1,578.01,0.88,29.205600000000008,0.7943999999999924,Low
797,110-ZM-T01,Pre-PQ Process,SCMS-31380,ASN-3172,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/2/2008,23-Jan-09,23-Jan-09,23-Jan-09,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,319,6380.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,100,1122.24,12.5,20.0,0.0,Low
835,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,80,1830.4,22.88,0.76,"Aspen-OSD, Port Elizabeth, SA",Yes,Weight Captured Separately,Freight Included in Commodity Cost,3.59,22.913500000000035,-0.03350000000003561,Low
836,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3892,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,17-May-09,17-May-09,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,120,2745.6,22.88,0.76,"Aspen-OSD, Port Elizabeth, SA",Yes,Weight Captured Separately,Freight Included in Commodity Cost,5.38,22.638700000000043,0.24129999999995633,Low
837,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08,ARV,Pediatric,S. BUYS WHOLESALER,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,1mg/ml,Powder for oral solution,200,600,858.0,1.43,0.01,"BMS Meymac, France",No,Weight Captured Separately,Freight Included in Commodity Cost,1.68,1.4092000000000002,0.020799999999999708,Low
838,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08,ARV,Pediatric,S. BUYS WHOLESALER,"Didanosine 100mg [Videx],chewable tablets, 60 Tabs",Didanosine,Videx,100mg,Chewable/dispersible tablet,60,7,91.35,13.05,0.22,"BMS Meymac, France",No,Weight Captured Separately,Freight Included in Commodity Cost,0.18,13.32519999999998,-0.2751999999999786,Low
839,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,40,1375.6,34.39,0.11,ABBVIE (Abbott) Logis. UK,No,Weight Captured Separately,Freight Included in Commodity Cost,2.7,34.90289999999999,-0.5128999999999877,Low
849,102-GY-T01,Pre-PQ Process,SCMS-33930,ASN-3209,Guyana,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,11/19/2008,6-Feb-09,6-Feb-09,6-Feb-09,MRDT,Malaria,ZEPHYR BIOMEDICALS,"Malaria Paramax-3 Kit, 25 Tests",Malaria Paramax-3 Kit,Paramax,,Test kit,25,108,4050.0,37.5,1.5,Not Applicable,Yes,Weight Captured Separately,Freight Included in Commodity Cost,7.94,37.3761,0.12389999999999901,Low
858,109-TZ-T01,Pre-PQ Process,SCMS-34680,ASN-3332,Tanzania,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,12/19/2008,21-Apr-09,21-Apr-09,21-Apr-09,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,50000,2520000.0,50.4,1.68,"MSD, Haarlem, NL",Yes,4093,9339,4939.2,50.399999999999984,1.4210854715202004e-14,Low
914,104-CI-T01,Pre-PQ Process,SCMS-35790,ASN-3242,C̫te d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/19/2008,2-Mar-09,2-Mar-09,2-Mar-09,ANTM,Malaria,IDA FOUNDATION,"Quinine 600mg/2ml (as dihydrochloride), injection, 2ml x 100 Ampules",Quinine (as dihydrochloride),Generic,600mg/2ml,Injection,100,140,2731.4,19.51,0.2,Gland Pharma Ltd Pally Factory,Yes,5209,25405.22,5.35,21.214199999999995,-1.704199999999993,Low
937,111-MZ-T01,Pre-PQ Process,SCMS-36660,ASN-3509,Mozambique,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/5/2009,23-Mar-09,23-Mar-09,23-Mar-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,5700,182400.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1906,23914.8,357.5,31.98,0.019999999999999574,Low
960,108-VN-T01,Pre-PQ Process,SCMS-37170,ASN-3562,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/2009,10-Apr-09,10-Apr-09,10-Apr-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,5964,51350.04,8.61,0.14,"Aurobindo Unit III, India",Yes,3509,12835.2,100.65,8.58740000000001,0.02259999999998996,Low
961,108-VN-T01,Pre-PQ Process,SCMS-37170,ASN-3562,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/2009,10-Apr-09,10-Apr-09,10-Apr-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,21000,50400.0,2.4,0.04,"Aurobindo Unit III, India",No,See ASN-3562 (ID#:960),See ASN-3562 (ID#:960),98.78,2.402600000000003,-0.0026000000000032664,Low
962,108-VN-T01,Pre-PQ Process,SCMS-37180,ASN-3521,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/2009,23-Mar-09,23-Mar-09,23-Mar-09,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,10560,72864.0,6.9,0.12,"Cipla, Goa, India",Yes,924,4225.93,142.81,7.09999999999999,-0.19999999999998952,Low
979,108-VN-T01,Pre-PQ Process,SCMS-31721,ASN-3454,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/21/2008,16-Mar-09,16-Mar-09,16-Mar-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,2352,20250.72,8.61,0.14,"Aurobindo Unit III, India",Yes,211,892.5,39.69,8.58160000000001,0.02839999999998888,Low
985,109-TZ-T01,Pre-PQ Process,SCMS-38370,ASN-3751,Tanzania,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2/5/2009,28-May-09,28-May-09,28-May-09,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,524,21536.4,41.1,0.14,ABBVIE (Abbott) Logis. UK,Yes,644,6668.61,42.21,42.48319999999994,-1.3831999999999383,Low
986,109-TZ-T01,Pre-PQ Process,SCMS-38380,ASN-3627,Tanzania,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2/5/2009,4-May-09,4-May-09,4-May-09,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,2094,21526.32,10.28,0.17,ABBVIE Ludwigshafen Germany,Yes,237,Freight Included in Commodity Cost,42.19,10.585499999999982,-0.30549999999998256,Low
993,107-RW-T01,Pre-PQ Process,SCMS-38660,ASN-3710,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/18/2009,28-Apr-09,28-Apr-09,28-Apr-09,HRDT,HIV test,Premier Medical Corporation Ltd.,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,,Test kit,30,8249,185602.5,22.5,0.75,Premier Med. Corp Ltd. India,Yes,2800,12595.81,363.78,22.178600000000007,0.32139999999999347,Low
1037,123-NG-T01,Pre-PQ Process,SCMS-39640,ASN-4747,Nigeria,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/4/2009,30-Sep-09,30-Sep-09,30-Sep-09,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,200,4734.0,23.67,0.79,"BMS Meymac, France",Yes,11,463,9.28,23.61180000000003,0.05819999999997094,Low
1046,106-HT-T01,Pre-PQ Process,SCMS-40000,ASN-3675,Haiti,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/6/2009,31-Mar-09,31-Mar-09,31-Mar-09,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,50mg,Chewable/dispersible tablet,60,80,760.0,9.5,0.16,"BMS Meymac, France",Yes,43,260,1.49,9.5092,-0.009199999999999875,Low
1047,106-HT-T01,Pre-PQ Process,SCMS-40000,ASN-3675,Haiti,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/6/2009,31-Mar-09,31-Mar-09,31-Mar-09,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",Didanosine,Videx,2g,Powder for oral solution,200,32,402.88,12.59,0.06,"BMS Meymac, France",No,See ASN-3675 (ID#:1046),See ASN-3675 (ID#:1046),0.79,12.595599999999992,-0.005599999999992278,Low
1048,106-HT-T01,Pre-PQ Process,SCMS-40030,ASN-3750,Haiti,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/6/2009,15-Apr-09,15-Apr-09,15-Apr-09,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,46,472.88,10.28,0.17,ABBVIE Ludwigshafen Germany,Yes,10,893.22,0.93,10.275199999999982,0.004800000000017235,Low
1063,116-ZA-T01,Pre-PQ Process,SCMS-40810,ASN-3634,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,31-Mar-09,2-Dec-08,2-Dec-08,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3025,47522.75,15.71,0.52,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,93.14,15.488000000000008,0.22199999999999243,Low
1065,116-ZA-T01,Pre-PQ Process,SCMS-41040,ASN-3623,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,7-Apr-09,3-Dec-08,3-Dec-08,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3500,49840.0,14.24,0.47,"Cipla, Goa, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,97.69,14.2105,0.029500000000000526,Low
1066,116-ZA-T01,Pre-PQ Process,SCMS-41040,ASN-3623,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,7-Apr-09,3-Dec-08,3-Dec-08,ARV,Pediatric,S. BUYS WHOLESALER,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,1008,3588.48,3.56,0.01,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,7.03,3.3343000000000007,0.22569999999999935,Low
1067,116-ZA-T01,Pre-PQ Process,SCMS-41060,ASN-3624,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,5-May-09,23-Dec-08,23-Dec-08,ARV,Pediatric,S. BUYS WHOLESALER,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,1mg/ml,Powder for oral solution,200,960,1152.0,1.2,0.01,"BMS Meymac, France",Yes,Weight Captured Separately,Freight Included in Commodity Cost,2.26,1.3015000000000012,-0.10150000000000126,Low
